start,tweet count
2020-08-21T00:00:00.000Z,323
2020-08-22T00:00:00.000Z,287
2020-08-23T00:00:00.000Z,337
2020-08-24T00:00:00.000Z,332
2020-08-25T00:00:00.000Z,372
2020-08-26T00:00:00.000Z,353
2020-08-27T00:00:00.000Z,338
2020-08-28T00:00:00.000Z,345
2020-08-29T00:00:00.000Z,357
2020-08-30T00:00:00.000Z,312
2020-08-31T00:00:00.000Z,330
2020-09-01T00:00:00.000Z,302
2020-09-02T00:00:00.000Z,346
2020-09-03T00:00:00.000Z,322
2020-09-04T00:00:00.000Z,327
2020-09-05T00:00:00.000Z,343
2020-09-06T00:00:00.000Z,309
2020-09-07T00:00:00.000Z,322
2020-09-08T00:00:00.000Z,336
2020-09-09T00:00:00.000Z,355
2020-09-10T00:00:00.000Z,366
2020-09-11T00:00:00.000Z,561
2020-09-12T00:00:00.000Z,364
2020-09-13T00:00:00.000Z,364
2020-09-14T00:00:00.000Z,310
2020-09-15T00:00:00.000Z,304
2020-09-16T00:00:00.000Z,314
2020-09-17T00:00:00.000Z,319
2020-07-18T00:00:00.000Z,395
2020-07-19T00:00:00.000Z,556
2020-07-20T00:00:00.000Z,469
2020-07-21T00:00:00.000Z,405
2020-07-22T00:00:00.000Z,432
2020-07-23T00:00:00.000Z,427
2020-07-24T00:00:00.000Z,403
2020-07-25T00:00:00.000Z,376
2020-07-26T00:00:00.000Z,333
2020-07-27T00:00:00.000Z,331
2020-07-28T00:00:00.000Z,324
2020-07-29T00:00:00.000Z,348
2020-07-30T00:00:00.000Z,365
2020-07-31T00:00:00.000Z,382
2020-08-01T00:00:00.000Z,350
2020-08-02T00:00:00.000Z,285
2020-08-03T00:00:00.000Z,322
2020-08-04T00:00:00.000Z,340
2020-08-05T00:00:00.000Z,333
2020-08-06T00:00:00.000Z,374
2020-08-07T00:00:00.000Z,395
2020-08-08T00:00:00.000Z,354
2020-08-09T00:00:00.000Z,365
2020-08-10T00:00:00.000Z,336
2020-08-11T00:00:00.000Z,364
2020-08-12T00:00:00.000Z,364
2020-08-13T00:00:00.000Z,332
2020-08-14T00:00:00.000Z,309
2020-08-15T00:00:00.000Z,679
2020-08-16T00:00:00.000Z,368
2020-08-17T00:00:00.000Z,381
2020-06-17T00:00:00.000Z,480
2020-06-18T00:00:00.000Z,501
2020-06-19T00:00:00.000Z,443
2020-06-20T00:00:00.000Z,402
2020-06-21T00:00:00.000Z,370
2020-06-22T00:00:00.000Z,342
2020-06-23T00:00:00.000Z,364
2020-06-24T00:00:00.000Z,391
2020-06-25T00:00:00.000Z,352
2020-06-26T00:00:00.000Z,325
2020-06-27T00:00:00.000Z,443
2020-06-28T00:00:00.000Z,405
2020-06-29T00:00:00.000Z,432
2020-06-30T00:00:00.000Z,557
2020-07-01T00:00:00.000Z,717
2020-07-02T00:00:00.000Z,551
2020-07-03T00:00:00.000Z,421
2020-07-04T00:00:00.000Z,387
2020-07-05T00:00:00.000Z,463
2020-07-06T00:00:00.000Z,560
2020-07-07T00:00:00.000Z,448
2020-07-08T00:00:00.000Z,384
2020-07-09T00:00:00.000Z,363
2020-07-10T00:00:00.000Z,387
2020-07-11T00:00:00.000Z,344
2020-07-12T00:00:00.000Z,340
2020-07-13T00:00:00.000Z,333
2020-07-14T00:00:00.000Z,538
2020-07-15T00:00:00.000Z,527
2020-07-16T00:00:00.000Z,383
2020-07-17T00:00:00.000Z,409
2020-05-17T00:00:00.000Z,511
2020-05-18T00:00:00.000Z,416
2020-05-19T00:00:00.000Z,517
2020-05-20T00:00:00.000Z,481
2020-05-21T00:00:00.000Z,440
2020-05-22T00:00:00.000Z,507
2020-05-23T00:00:00.000Z,447
2020-05-24T00:00:00.000Z,486
2020-05-25T00:00:00.000Z,440
2020-05-26T00:00:00.000Z,444
2020-05-27T00:00:00.000Z,532
2020-05-28T00:00:00.000Z,617
2020-05-29T00:00:00.000Z,680
2020-05-30T00:00:00.000Z,513
2020-05-31T00:00:00.000Z,427
2020-06-01T00:00:00.000Z,419
2020-06-02T00:00:00.000Z,466
2020-06-03T00:00:00.000Z,562
2020-06-04T00:00:00.000Z,448
2020-06-05T00:00:00.000Z,486
