,source,text,author_id,created_at,lang,id,conversation_id,reply_settings,public_metrics
0,SHAILAJA YADAV,"Integromat is better than zapier. More powerful, cheaper and easier to use. Check it̔ out. #NoCode #WebAutomation 🌟
@vendorprisey
@MarkWestLA
@TEAM_MAS_HAN
@Nabeel_Hanif
@austinmcraig
@kolya57170644
@ohjelmistoja_fi
@johnawilsontn
@soolongoo

→https://t.co/uVR2FF1o2n",220414503,2022-02-17T20:26:17.000Z,en,1494407876663644166,1494407876663644166,everyone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}"
