date	tweetCount
2020-11-01 00:00:00+00:00	389
2020-11-02 00:00:00+00:00	262
2020-11-03 00:00:00+00:00	325
2020-11-04 00:00:00+00:00	304
2020-11-05 00:00:00+00:00	293
2020-11-06 00:00:00+00:00	348
2020-11-07 00:00:00+00:00	439
2020-11-08 00:00:00+00:00	357
2020-11-09 00:00:00+00:00	364
2020-11-10 00:00:00+00:00	358
2020-11-11 00:00:00+00:00	378
2020-11-12 00:00:00+00:00	348
2020-11-13 00:00:00+00:00	352
2020-11-14 00:00:00+00:00	306
2020-11-15 00:00:00+00:00	343
2020-11-16 00:00:00+00:00	326
2020-11-17 00:00:00+00:00	330
2020-11-18 00:00:00+00:00	311
2020-11-19 00:00:00+00:00	316
2020-11-20 00:00:00+00:00	374
2020-11-21 00:00:00+00:00	312
2020-11-22 00:00:00+00:00	338
2020-11-23 00:00:00+00:00	366
2020-11-24 00:00:00+00:00	374
2020-11-25 00:00:00+00:00	408
2020-11-26 00:00:00+00:00	338
2020-11-27 00:00:00+00:00	268
2020-11-28 00:00:00+00:00	350
2020-11-29 00:00:00+00:00	299
2020-11-30 00:00:00+00:00	294
2020-12-01 00:00:00+00:00	313
2020-12-02 00:00:00+00:00	325
2020-12-03 00:00:00+00:00	356
2020-12-04 00:00:00+00:00	318
2020-12-05 00:00:00+00:00	342
2020-12-06 00:00:00+00:00	316
2020-12-07 00:00:00+00:00	291
2020-12-08 00:00:00+00:00	303
2020-12-09 00:00:00+00:00	318
2020-12-10 00:00:00+00:00	369
2020-12-11 00:00:00+00:00	381
2020-12-12 00:00:00+00:00	417
2020-12-13 00:00:00+00:00	336
2020-12-14 00:00:00+00:00	306
2020-12-15 00:00:00+00:00	363
2020-12-16 00:00:00+00:00	334
2020-12-17 00:00:00+00:00	311
2020-12-18 00:00:00+00:00	314
2020-12-19 00:00:00+00:00	497
2020-12-20 00:00:00+00:00	485
2020-12-21 00:00:00+00:00	418
2020-12-22 00:00:00+00:00	344
2020-12-23 00:00:00+00:00	370
2020-12-24 00:00:00+00:00	377
2020-12-25 00:00:00+00:00	219
2020-12-26 00:00:00+00:00	284
2020-12-27 00:00:00+00:00	335
2020-12-28 00:00:00+00:00	321
2020-12-29 00:00:00+00:00	351
2020-12-30 00:00:00+00:00	418
2020-12-31 00:00:00+00:00	527
2021-01-01 00:00:00+00:00	419
2021-01-02 00:00:00+00:00	407
